Branch1,Branch2,Success,MW_Lost
29,103,1,0.00
63,108,1,0.00
143,147,1,0.00
121,179,1,0.00
47,185,1,0.00
6,33,1,0.00
56,97,1,0.00
68,91,1,0.00
15,86,1,0.00
159,178,1,0.00
159,163,1,0.00
59,102,1,0.00
61,147,1,0.00
82,122,1,0.00
2,135,1,0.00
79,155,1,0.00
16,98,1,0.00
74,149,1,0.00
69,87,1,0.00
61,135,1,0.00
108,157,1,0.00
72,148,1,0.00
110,128,1,0.00
28,127,1,0.00
81,170,1,0.00
153,168,1,0.00
75,94,1,0.00
181,186,1,0.00
20,68,1,0.00
45,46,1,0.00
44,172,1,0.00
118,161,1,0.00
28,186,1,0.00
70,118,1,0.00
131,178,1,0.00
4,62,1,0.00
1,107,1,0.00
68,164,1,0.00
28,60,1,0.00
61,96,1,0.00
13,121,1,0.00
85,97,1,0.00
8,116,1,0.00
14,63,1,0.00
46,56,1,0.00
5,38,1,0.00
79,119,1,0.00
74,170,1,0.00
138,186,1,0.00
89,109,1,0.00
150,159,1,0.00
71,148,1,0.00
109,127,1,0.00
93,185,1,0.00
56,129,1,0.00
79,110,1,0.00
85,179,1,0.00
139,147,1,0.00
51,137,1,0.00
41,156,1,0.00
37,52,1,0.00
67,73,1,0.00
1,148,1,0.00
22,41,1,0.00
32,152,1,0.00
28,49,1,0.00
71,144,1,0.00
32,119,1,0.00
10,44,1,0.00
97,149,1,0.00
60,79,1,0.00
51,83,1,0.00
88,115,1,0.00
49,121,1,0.00
2,163,1,0.00
94,105,1,0.00
34,40,0,BLACK_OUT
72,74,0,BLACK_OUT
20,95,1,0.00
75,84,1,0.00
94,114,1,0.00
38,130,1,0.00
27,131,1,0.00
81,159,1,0.00
68,175,1,0.00
68,168,1,0.00
77,93,1,0.00
14,127,1,0.00
20,35,1,0.00
72,141,1,0.00
135,138,1,0.00
51,60,1,0.00
78,86,1,0.00
76,181,1,0.00
87,137,1,0.00
35,145,1,0.00
1,78,1,0.00
4,108,1,0.00
17,119,1,0.00
35,167,1,0.00
42,71,1,0.00
82,167,1,0.00
145,167,1,0.00
140,156,1,0.00
34,175,1,0.00
158,164,1,0.00
173,181,1,0.00
62,114,1,0.00
57,185,1,0.00
55,178,1,0.00
70,151,1,0.00
87,124,1,0.00
4,12,1,0.00
43,85,1,0.00
86,92,1,0.00
40,118,1,0.00
44,175,1,0.00
45,162,1,0.00
4,160,1,0.00
30,140,1,0.00
4,186,1,0.00
47,115,1,0.00
81,152,1,0.00
63,179,1,0.00
35,69,1,0.00
23,31,1,0.00
138,147,1,0.00
47,143,1,0.00
74,127,1,0.00
76,110,1,0.00
64,150,1,0.00
50,145,1,0.00
19,66,1,0.00
66,130,1,0.00
49,129,1,0.00
75,164,1,0.00
91,164,1,0.00
22,128,1,0.00
10,132,1,0.00
13,37,1,0.00
53,143,1,0.00
27,168,1,0.00
21,46,1,0.00
12,72,1,0.00
38,61,1,0.00
90,169,1,0.00
90,174,1,0.00
60,84,1,0.00
5,108,1,0.00
48,108,1,0.00
48,178,1,0.00
124,150,1,0.00
28,102,1,0.00
46,66,1,0.00
171,186,1,0.00
85,103,1,0.00
49,87,1,0.00
16,70,1,0.00
118,178,1,0.00
97,102,1,0.00
99,117,1,0.00
147,152,1,0.00
24,180,1,0.00
32,180,1,0.00
106,145,1,0.00
48,98,1,0.00
28,147,1,0.00
107,169,1,0.00
107,108,1,0.00
46,100,1,0.00
57,186,1,0.00
151,157,0,BLACK_OUT
105,124,1,0.00
82,130,1,0.00
154,162,1,0.00
84,157,1,0.00
5,72,1,0.00
28,54,1,0.00
89,169,1,0.00
88,106,1,0.00
62,64,1,0.00
86,94,1,0.00
31,112,1,0.00
4,90,1,0.00
107,155,1,0.00
52,156,1,0.00
73,169,1,0.00
82,88,1,0.00
22,58,1,0.00
95,110,1,0.00
170,175,1,0.00
117,130,1,0.00
33,37,1,0.00
89,95,1,0.00
46,73,1,0.00
72,122,1,0.00
22,182,1,0.00
11,91,1,0.00
32,69,1,0.00
37,76,1,0.00
44,141,1,0.00
32,123,1,0.00
53,159,1,0.00
99,156,1,0.00
51,181,1,0.00
6,116,1,0.00
36,53,1,0.00
37,153,1,0.00
55,62,1,0.00
82,178,1,0.00
71,110,1,0.00
73,142,1,0.00
19,89,1,0.00
93,102,1,0.00
12,65,1,0.00
13,66,1,0.00
100,127,1,0.00
32,109,1,0.00
17,180,1,0.00
57,81,1,0.00
5,29,1,0.00
99,132,1,0.00
57,101,1,0.00
90,116,1,0.00
22,35,1,0.00
95,168,1,0.00
172,174,1,0.00
48,51,1,0.00
38,67,1,0.00
53,88,1,0.00
97,123,1,0.00
128,155,1,0.00
135,152,1,0.00
28,153,1,0.00
146,179,1,0.00
126,141,1,0.00
1,80,1,0.00
14,23,1,0.00
35,168,1,0.00
22,125,1,0.00
57,115,1,0.00
20,126,1,0.00
108,144,1,0.00
34,91,1,0.00
70,97,1,0.00
156,157,1,0.00
124,156,1,0.00
79,166,1,0.00
90,182,1,0.00
31,164,1,0.00
60,157,1,0.00
85,91,1,0.00
96,140,1,0.00
54,174,1,0.00
69,161,1,0.00
49,141,1,0.00
103,124,1,0.00
109,136,1,0.00
61,164,1,0.00
121,124,1,0.00
55,169,1,0.00
71,103,1,0.00
16,150,1,0.00
131,164,1,0.00
106,182,1,0.00
46,146,1,0.00
70,89,1,0.00
37,50,1,0.00
26,111,1,0.00
43,83,1,0.00
89,117,1,0.00
33,84,1,0.00
30,72,1,0.00
43,92,1,0.00
141,161,1,0.00
27,181,1,0.00
57,135,1,0.00
167,172,1,0.00
67,82,1,0.00
150,167,1,0.00
43,66,1,0.00
39,65,1,0.00
30,115,1,0.00
128,182,1,0.00
58,112,1,0.00
72,116,1,0.00
47,175,1,0.00
1,143,1,0.00
26,125,1,0.00
18,86,1,0.00
160,186,1,0.00
28,138,1,0.00
89,142,1,0.00
75,126,1,0.00
110,111,0,BLACK_OUT
54,90,1,0.00
54,148,1,0.00
22,37,1,0.00
95,119,1,0.00
19,139,1,0.00
38,92,1,0.00
27,167,1,0.00
25,135,1,0.00
2,59,1,0.00
50,72,1,0.00
62,63,1,0.00
47,147,1,0.00
126,175,1,0.00
129,156,1,0.00
95,146,1,0.00
29,94,1,0.00
8,86,1,0.00
130,142,1,0.00
49,62,1,0.00
13,16,1,0.00
15,112,1,0.00
1,135,1,0.00
24,102,1,0.00
125,164,1,0.00
82,135,1,0.00
26,116,1,0.00
86,147,1,0.00
3,99,1,0.00
92,123,1,0.00
141,149,1,0.00
154,160,1,0.00
1,169,1,0.00
49,54,1,0.00
65,153,1,0.00
123,154,1,0.00
118,165,1,0.00
44,49,1,0.00
67,151,1,0.00
78,104,1,0.00
52,57,1,0.00
96,111,1,0.00
19,110,1,0.00
45,53,1,0.00
97,108,1,0.00
35,140,1,0.00
98,119,1,0.00
32,127,1,0.00
28,34,1,0.00
4,64,1,0.00
95,121,1,0.00
95,100,1,0.00
26,178,1,0.00
17,178,1,0.00
81,174,1,0.00
89,167,1,0.00
11,98,1,0.00
27,70,1,0.00
17,70,1,0.00
68,114,1,0.00
16,152,1,0.00
33,65,1,0.00
149,167,1,0.00
79,83,1,0.00
61,67,1,0.00
65,158,1,0.00
22,105,1,0.00
100,121,1,0.00
8,16,1,0.00
131,154,1,0.00
19,131,1,0.00
37,172,1,0.00
74,80,1,0.00
2,34,1,0.00
14,91,1,0.00
30,80,1,0.00
101,124,1,0.00
51,67,1,0.00
52,67,1,0.00
30,54,1,0.00
5,56,1,0.00
56,159,1,0.00
78,155,1,0.00
71,98,1,0.00
66,172,1,0.00
129,157,1,0.00
58,84,1,0.00
41,158,1,0.00
138,168,1,0.00
100,178,1,0.00
17,46,1,0.00
19,96,1,0.00
66,135,1,0.00
36,72,1,0.00
124,141,1,0.00
19,156,1,0.00
23,58,1,0.00
6,181,1,0.00
24,26,1,0.00
109,128,1,0.00
35,160,1,0.00
96,141,1,0.00
50,137,1,0.00
108,151,1,0.00
80,109,1,0.00
102,175,1,0.00
58,178,1,0.00
21,40,1,0.00
29,136,1,0.00
65,84,1,0.00
91,126,1,0.00
78,181,1,0.00
69,166,1,0.00
31,181,1,0.00
47,173,1,0.00
47,151,1,0.00
85,165,1,0.00
53,109,1,0.00
40,51,1,0.00
164,168,1,0.00
22,149,1,0.00
115,122,1,0.00
110,166,1,0.00
33,45,1,0.00
21,104,1,0.00
115,182,1,0.00
20,75,1,0.00
103,125,1,0.00
67,170,1,0.00
20,55,1,0.00
33,122,1,0.00
131,185,1,0.00
35,166,1,0.00
77,142,1,0.00
69,157,1,0.00
105,166,1,0.00
107,182,1,0.00
60,150,1,0.00
36,86,1,0.00
91,117,1,0.00
99,105,1,0.00
84,136,1,0.00
25,123,1,0.00
79,94,1,0.00
54,99,1,0.00
18,93,1,0.00
50,100,1,0.00
35,72,1,0.00
27,150,1,0.00
107,112,1,0.00
128,139,1,0.00
21,25,1,0.00
35,156,1,0.00
85,114,1,0.00
15,139,1,0.00
107,149,1,0.00
2,81,1,0.00
2,115,1,0.00
35,56,1,0.00
11,179,1,0.00
40,186,1,0.00
55,115,1,0.00
76,135,1,0.00
114,128,1,0.00
85,178,1,0.00
93,154,1,0.00
33,96,1,0.00
20,124,1,0.00
77,91,1,0.00
53,91,1,0.00
25,49,1,0.00
117,120,1,0.00
41,153,1,0.00
70,83,1,0.00
54,82,1,0.00
141,163,1,0.00
140,149,1,0.00
30,111,1,0.00
14,29,1,0.00
49,138,1,0.00
140,165,1,0.00
22,119,1,0.00
39,43,1,0.00
83,172,1,0.00
14,110,1,0.00
17,67,1,0.00
25,118,1,0.00
26,65,1,0.00
38,59,1,0.00
8,62,1,0.00
2,86,1,0.00
44,149,1,0.00
70,72,1,0.00
84,175,1,0.00
56,145,1,0.00
62,179,1,0.00
73,166,1,0.00
15,40,1,0.00
98,156,1,0.00
2,37,1,0.00
54,91,1,0.00
44,82,1,0.00
100,109,1,0.00
112,127,1,0.00
29,77,1,0.00
32,73,1,0.00
35,151,1,0.00
15,123,1,0.00
28,125,1,0.00
90,165,1,0.00
166,181,1,0.00
53,57,1,0.00
36,106,1,0.00
129,169,1,0.00
8,106,1,0.00
67,111,1,0.00
125,171,1,0.00
167,180,1,0.00
4,136,1,0.00
88,109,1,0.00
103,137,1,0.00
1,142,1,0.00
118,135,1,0.00
29,54,1,0.00
77,164,1,0.00
19,117,1,0.00
24,40,1,0.00
14,68,1,0.00
97,160,1,0.00
65,129,1,0.00
60,145,1,0.00
34,62,1,0.00
99,129,1,0.00
25,59,1,0.00
80,92,1,0.00
21,34,1,0.00
4,77,1,0.00
1,123,1,0.00
4,20,1,0.00
14,124,1,0.00
138,156,1,0.00
30,155,1,0.00
137,151,1,0.00
46,49,0,BLACK_OUT
3,100,1,0.00
64,131,1,0.00
62,163,1,0.00
34,81,1,0.00
49,123,1,0.00
82,87,1,0.00
22,102,1,0.00
91,92,1,0.00
47,63,1,0.00
22,99,1,0.00
22,137,1,0.00
50,165,1,0.00
61,142,1,0.00
60,83,1,0.00
40,122,1,0.00
131,149,1,0.00
15,116,1,0.00
58,110,1,0.00
135,151,1,0.00
56,106,1,0.00
36,38,1,0.00
4,182,1,0.00
25,124,1,0.00
120,153,1,0.00
81,119,1,0.00
110,163,1,0.00
54,110,1,0.00
60,172,1,0.00
35,80,1,0.00
68,182,1,0.00
14,76,1,0.00
32,70,1,0.00
38,181,1,0.00
46,58,1,0.00
31,126,1,0.00
19,70,1,0.00
70,107,1,0.00
38,83,1,0.00
29,111,1,0.00
19,28,1,0.00
149,168,1,0.00
8,60,1,0.00
52,112,1,0.00
101,143,1,0.00
15,94,1,0.00
103,153,1,0.00
35,70,1,0.00
8,163,1,0.00
111,173,1,0.00
21,107,1,0.00
94,169,1,0.00
76,115,1,0.00
73,80,1,0.00
23,34,1,0.00
178,181,1,0.00
83,115,1,0.00
120,140,1,0.00
115,171,1,0.00
125,127,1,0.00
110,169,1,0.00
65,151,1,0.00
77,175,1,0.00
84,159,1,0.00
70,95,1,0.00
120,145,1,0.00
107,158,1,0.00
163,166,1,0.00
27,186,1,0.00
2,140,1,0.00
4,80,1,0.00
4,5,1,0.00
60,179,1,0.00
67,79,1,0.00
24,122,1,0.00
35,71,1,0.00
107,144,1,0.00
137,160,1,0.00
1,154,1,0.00
64,185,1,0.00
15,63,1,0.00
14,77,1,0.00
66,178,1,0.00
95,156,1,0.00
100,139,1,0.00
54,97,1,0.00
79,81,1,0.00
39,96,1,0.00
35,46,1,0.00
51,123,1,0.00
44,51,1,0.00
33,72,1,0.00
29,53,1,0.00
50,124,1,0.00
24,139,1,0.00
93,127,1,0.00
116,130,1,0.00
55,127,1,0.00
14,86,1,0.00
22,124,1,0.00
150,170,1,0.00
160,167,1,0.00
1,83,1,0.00
41,127,1,0.00
16,28,1,0.00
98,155,1,0.00
103,157,1,0.00
111,161,1,0.00
69,159,1,0.00
68,144,1,0.00
82,164,1,0.00
3,150,1,0.00
41,129,1,0.00
102,104,1,0.00
21,96,1,0.00
89,185,1,0.00
30,118,1,0.00
40,69,1,0.00
16,85,1,0.00
50,144,1,0.00
18,87,1,0.00
52,86,1,0.00
19,127,1,0.00
77,78,1,0.00
69,151,1,0.00
13,61,1,0.00
124,138,1,0.00
65,156,1,0.00
62,125,1,0.00
74,156,1,0.00
92,159,1,0.00
6,22,1,0.00
97,168,1,0.00
126,128,1,0.00
78,154,1,0.00
41,59,1,0.00
15,159,1,0.00
10,110,1,0.00
107,143,1,0.00
87,172,1,0.00
63,66,1,0.00
151,160,1,0.00
3,174,1,0.00
53,62,1,0.00
124,160,1,0.00
32,164,1,0.00
34,37,1,0.00
16,39,1,0.00
95,175,1,0.00
55,107,1,0.00
82,84,1,0.00
126,168,1,0.00
61,88,1,0.00
14,33,1,0.00
52,178,1,0.00
12,106,1,0.00
61,175,1,0.00
42,146,1,0.00
24,82,1,0.00
88,130,1,0.00
1,84,1,0.00
21,174,1,0.00
41,120,1,0.00
44,125,1,0.00
162,163,1,0.00
51,54,1,0.00
27,30,1,0.00
46,125,1,0.00
99,172,1,0.00
58,129,1,0.00
120,170,1,0.00
74,135,1,0.00
30,31,1,0.00
63,165,1,0.00
86,141,1,0.00
81,102,1,0.00
118,138,1,0.00
78,118,1,0.00
123,171,1,0.00
100,163,1,0.00
2,109,1,0.00
111,182,1,0.00
59,69,1,0.00
48,70,1,0.00
2,58,1,0.00
58,163,1,0.00
65,126,1,0.00
19,36,1,0.00
141,143,1,0.00
32,121,1,0.00
36,104,1,0.00
123,128,1,0.00
98,135,1,0.00
22,97,1,0.00
21,28,1,0.00
4,144,1,0.00
39,76,1,0.00
167,174,1,0.00
32,53,1,0.00
8,83,1,0.00
66,159,1,0.00
160,179,1,0.00
40,180,1,0.00
2,146,1,0.00
95,98,1,0.00
39,40,1,0.00
32,65,1,0.00
35,93,1,0.00
70,73,1,0.00
16,108,1,0.00
30,135,1,0.00
27,53,1,0.00
128,152,1,0.00
101,148,1,0.00
2,150,1,0.00
42,122,1,0.00
118,166,1,0.00
34,44,1,0.00
49,144,1,0.00
36,182,1,0.00
26,90,1,0.00
140,179,1,0.00
96,170,1,0.00
1,101,1,0.00
23,43,1,0.00
100,159,1,0.00
50,116,1,0.00
80,82,1,0.00
26,103,1,0.00
3,132,1,0.00
124,181,1,0.00
40,185,1,0.00
124,164,1,0.00
159,167,1,0.00
66,69,1,0.00
106,139,1,0.00
65,121,1,0.00
106,107,1,0.00
53,155,1,0.00
13,166,1,0.00
10,36,1,0.00
20,87,1,0.00
179,185,1,0.00
78,158,1,0.00
64,181,1,0.00
37,151,1,0.00
36,89,1,0.00
76,97,1,0.00
65,120,1,0.00
56,164,1,0.00
10,135,1,0.00
14,51,1,0.00
156,171,1,0.00
90,158,1,0.00
31,171,1,0.00
34,53,1,0.00
21,27,1,0.00
82,99,1,0.00
20,31,1,0.00
62,112,1,0.00
98,154,1,0.00
15,36,1,0.00
63,112,1,0.00
70,79,1,0.00
2,102,1,0.00
32,131,1,0.00
117,162,1,0.00
50,108,1,0.00
114,170,1,0.00
33,69,1,0.00
131,146,1,0.00
64,98,1,0.00
81,97,1,0.00
48,152,1,0.00
20,166,1,0.00
29,172,1,0.00
34,76,1,0.00
24,53,1,0.00
46,135,1,0.00
31,75,1,0.00
71,123,1,0.00
44,148,1,0.00
139,159,1,0.00
3,57,1,0.00
71,86,1,0.00
132,146,1,0.00
20,40,1,0.00
34,52,1,0.00
75,136,1,0.00
50,160,1,0.00
140,182,1,0.00
64,78,1,0.00
75,135,1,0.00
40,56,1,0.00
99,102,1,0.00
117,144,1,0.00
25,125,1,0.00
63,186,1,0.00
12,27,1,0.00
136,173,1,0.00
169,185,1,0.00
128,169,1,0.00
16,63,1,0.00
97,154,1,0.00
20,132,1,0.00
38,96,1,0.00
96,98,1,0.00
13,159,1,0.00
6,78,1,0.00
58,119,1,0.00
22,79,1,0.00
10,69,1,0.00
2,23,1,0.00
152,171,1,0.00
136,168,1,0.00
77,178,1,0.00
77,152,1,0.00
38,151,1,0.00
143,158,1,0.00
77,148,1,0.00
100,110,1,0.00
109,185,1,0.00
47,169,1,0.00
20,83,1,0.00
39,90,1,0.00
17,34,1,0.00
96,148,1,0.00
114,115,1,0.00
34,179,1,0.00
102,143,1,0.00
44,88,1,0.00
8,170,1,0.00
26,161,1,0.00
99,100,1,0.00
81,120,1,0.00
16,178,1,0.00
138,153,1,0.00
99,148,1,0.00
169,178,1,0.00
25,78,1,0.00
8,173,1,0.00
17,114,1,0.00
67,124,1,0.00
69,107,1,0.00
20,37,1,0.00
83,85,1,0.00
97,173,1,0.00
69,145,1,0.00
20,109,1,0.00
105,116,1,0.00
78,83,1,0.00
74,185,1,0.00
46,107,1,0.00
27,92,1,0.00
132,171,1,0.00
122,148,1,0.00
57,102,1,0.00
11,106,1,0.00
18,21,1,0.00
147,157,1,0.00
28,90,1,0.00
36,169,1,0.00
30,78,1,0.00
39,69,1,0.00
29,171,1,0.00
15,168,1,0.00
145,164,1,0.00
119,123,1,0.00
65,82,1,0.00
34,119,1,0.00
3,14,1,0.00
88,104,1,0.00
56,99,1,0.00
34,118,1,0.00
2,164,1,0.00
26,179,1,0.00
131,155,1,0.00
10,81,1,0.00
83,102,1,0.00
58,161,1,0.00
18,35,1,0.00
50,146,1,0.00
57,68,1,0.00
24,39,1,0.00
119,146,1,0.00
61,128,1,0.00
138,169,1,0.00
79,144,1,0.00
139,150,1,0.00
108,138,1,0.00
58,61,1,0.00
137,175,1,0.00
64,105,1,0.00
1,34,1,0.00
146,185,1,0.00
102,128,1,0.00
100,122,1,0.00
43,95,1,0.00
50,53,1,0.00
10,158,1,0.00
69,90,1,0.00
108,166,1,0.00
89,121,1,0.00
3,170,1,0.00
151,162,1,0.00
71,79,1,0.00
40,94,1,0.00
12,69,1,0.00
165,171,1,0.00
28,46,1,0.00
120,168,1,0.00
25,173,1,0.00
59,91,1,0.00
93,101,1,0.00
11,168,1,0.00
26,136,1,0.00
98,143,1,0.00
29,70,1,0.00
47,152,1,0.00
30,76,1,0.00
73,108,1,0.00
20,69,1,0.00
55,81,1,0.00
41,164,1,0.00
23,137,1,0.00
69,135,1,0.00
29,144,1,0.00
62,79,1,0.00
39,118,1,0.00
138,174,1,0.00
107,164,1,0.00
5,102,1,0.00
95,182,1,0.00
115,140,1,0.00
84,150,1,0.00
15,73,1,0.00
97,185,1,0.00
140,163,1,0.00
23,41,1,0.00
41,55,1,0.00
11,150,1,0.00
49,127,1,0.00
1,38,1,0.00
26,93,1,0.00
28,152,1,0.00
60,106,1,0.00
12,101,1,0.00
10,107,1,0.00
104,170,1,0.00
136,140,1,0.00
175,186,1,0.00
135,145,1,0.00
78,146,1,0.00
38,179,1,0.00
35,77,1,0.00
1,14,1,0.00
27,56,1,0.00
26,117,1,0.00
71,159,1,0.00
93,180,1,0.00
16,53,1,0.00
79,120,1,0.00
6,154,1,0.00
45,61,1,0.00
79,128,1,0.00
110,167,1,0.00
136,160,1,0.00
28,144,1,0.00
58,166,1,0.00
43,45,1,0.00
60,136,1,0.00
15,64,1,0.00
98,151,1,0.00
4,161,1,0.00
70,100,1,0.00
27,58,1,0.00
110,144,1,0.00
53,74,1,0.00
38,82,1,0.00
27,35,1,0.00
39,145,1,0.00
106,128,1,0.00
2,123,1,0.00
52,78,1,0.00
80,171,1,0.00
117,182,1,0.00
60,85,1,0.00
20,116,1,0.00
8,36,1,0.00
127,144,1,0.00
10,34,1,0.00
29,51,1,0.00
32,100,1,0.00
124,145,1,0.00
39,130,1,0.00
47,48,1,0.00
71,102,1,0.00
149,173,1,0.00
62,87,1,0.00
70,123,1,0.00
27,149,1,0.00
163,170,1,0.00
24,186,1,0.00
88,163,1,0.00
118,147,1,0.00
25,66,1,0.00
62,161,1,0.00
79,125,1,0.00
5,43,1,0.00
27,83,1,0.00
12,91,1,0.00
109,156,1,0.00
124,142,1,0.00
32,97,1,0.00
25,126,1,0.00
43,110,1,0.00
131,132,1,0.00
5,164,1,0.00
63,64,1,0.00
42,169,1,0.00
127,137,1,0.00
25,186,1,0.00
99,144,1,0.00
116,158,1,0.00
11,15,1,0.00
146,152,1,0.00
79,112,1,0.00
57,82,1,0.00
83,119,1,0.00
104,155,1,0.00
74,92,1,0.00
77,154,1,0.00
10,74,1,0.00
40,142,1,0.00
31,44,1,0.00
38,73,1,0.00
24,52,1,0.00
147,154,1,0.00
127,149,1,0.00
3,106,1,0.00
101,169,1,0.00
31,167,1,0.00
119,154,1,0.00
109,131,1,0.00
11,127,1,0.00
33,79,1,0.00
55,180,1,0.00
162,164,1,0.00
37,145,1,0.00
69,130,1,0.00
88,156,1,0.00
102,154,1,0.00
116,117,1,0.00
112,164,1,0.00
105,111,1,0.00
28,123,1,0.00
45,174,1,0.00
39,125,1,0.00
118,148,1,0.00
53,157,1,0.00
117,141,1,0.00
22,132,1,0.00
62,80,1,0.00
110,132,1,0.00
27,124,1,0.00
47,49,0,BLACK_OUT
91,123,1,0.00
100,170,1,0.00
26,89,1,0.00
53,175,1,0.00
2,93,1,0.00
40,43,1,0.00
151,185,1,0.00
31,130,1,0.00
78,132,1,0.00
93,158,1,0.00
25,169,1,0.00
156,164,1,0.00
33,121,1,0.00
40,152,1,0.00
152,155,1,0.00
69,120,1,0.00
70,140,1,0.00
66,166,1,0.00
64,168,1,0.00
22,147,1,0.00
18,160,1,0.00
81,132,1,0.00
23,171,1,0.00
121,152,1,0.00
121,154,1,0.00
25,164,1,0.00
61,119,1,0.00
125,145,1,0.00
25,89,1,0.00
19,42,1,0.00
53,172,1,0.00
26,85,1,0.00
17,57,1,0.00
108,181,1,0.00
37,82,1,0.00
35,147,1,0.00
5,27,1,0.00
14,126,1,0.00
67,185,1,0.00
19,30,1,0.00
21,135,1,0.00
47,144,1,0.00
87,98,1,0.00
54,98,1,0.00
15,67,1,0.00
21,78,1,0.00
74,168,1,0.00
72,88,1,0.00
57,79,1,0.00
111,129,1,0.00
72,73,0,BLACK_OUT
47,186,1,0.00
116,154,1,0.00
33,86,1,0.00
15,44,1,0.00
26,77,1,0.00
2,185,1,0.00
36,152,1,0.00
20,136,1,0.00
82,185,1,0.00
45,167,1,0.00
147,160,1,0.00
73,160,1,0.00
131,148,1,0.00
117,158,1,0.00
29,73,1,0.00
111,144,1,0.00
56,71,1,0.00
23,62,1,0.00
8,51,1,0.00
61,80,1,0.00
101,146,1,0.00
126,161,1,0.00
51,59,1,0.00
22,114,1,0.00
69,76,1,0.00
59,182,1,0.00
68,178,1,0.00
118,145,1,0.00
116,153,1,0.00
75,76,1,0.00
66,139,1,0.00
66,119,1,0.00
3,42,1,0.00
11,116,1,0.00
62,71,1,0.00
73,131,1,0.00
71,118,1,0.00
132,147,1,0.00
25,146,1,0.00
41,100,1,0.00
65,100,1,0.00
22,25,1,0.00
10,23,1,0.00
132,150,1,0.00
147,180,1,0.00
39,93,1,0.00
75,132,1,0.00
76,101,1,0.00
72,102,1,0.00
30,143,1,0.00
63,81,1,0.00
27,120,1,0.00
41,77,1,0.00
52,74,1,0.00
53,168,1,0.00
75,87,1,0.00
1,117,1,0.00
79,138,1,0.00
39,103,1,0.00
106,125,1,0.00
26,69,1,0.00
91,115,1,0.00
108,164,1,0.00
140,169,1,0.00
14,48,1,0.00
66,142,1,0.00
40,67,1,0.00
41,118,1,0.00
107,167,1,0.00
137,163,1,0.00
110,168,1,0.00
64,77,1,0.00
57,83,1,0.00
11,104,1,0.00
142,159,1,0.00
126,179,1,0.00
4,78,1,0.00
52,98,1,0.00
110,116,1,0.00
130,181,1,0.00
58,173,1,0.00
70,147,1,0.00
14,94,1,0.00
170,180,1,0.00
20,139,1,0.00
82,152,1,0.00
57,137,1,0.00
48,120,1,0.00
102,174,1,0.00
94,160,1,0.00
10,71,1,0.00
68,69,1,0.00
61,136,1,0.00
75,141,1,0.00
112,159,1,0.00
40,173,1,0.00
21,149,1,0.00
42,69,1,0.00
29,180,1,0.00
64,174,1,0.00
34,182,1,0.00
130,145,1,0.00
124,139,1,0.00
10,24,1,0.00
119,173,1,0.00
143,149,1,0.00
84,127,1,0.00
16,122,1,0.00
1,61,1,0.00
66,70,1,0.00
52,144,1,0.00
65,77,1,0.00
130,160,1,0.00
140,175,1,0.00
4,140,1,0.00
52,136,1,0.00
105,159,1,0.00
46,84,1,0.00
150,182,1,0.00
58,81,1,0.00
98,162,1,0.00
17,22,1,0.00
17,167,1,0.00
1,56,1,0.00
117,122,1,0.00
53,146,1,0.00
117,165,1,0.00
27,154,1,0.00
13,92,1,0.00
57,105,1,0.00
26,81,1,0.00
42,115,1,0.00
19,107,1,0.00
170,185,1,0.00
110,148,1,0.00
14,71,1,0.00
94,158,1,0.00
114,154,1,0.00
88,160,1,0.00
3,163,1,0.00
38,173,1,0.00
90,112,1,0.00
55,114,1,0.00
3,168,1,0.00
83,121,1,0.00
88,144,1,0.00
6,147,1,0.00
28,171,1,0.00
32,159,1,0.00
23,67,1,0.00
3,73,1,0.00
144,166,1,0.00
167,181,1,0.00
46,67,1,0.00
34,39,1,0.00
44,50,1,0.00
22,86,1,0.00
42,119,1,0.00
59,93,1,0.00
19,45,1,0.00
52,143,1,0.00
84,151,1,0.00
48,102,1,0.00
27,122,1,0.00
10,73,1,0.00
108,112,1,0.00
116,175,1,0.00
150,152,1,0.00
96,108,1,0.00
131,147,1,0.00
63,82,1,0.00
81,179,1,0.00
17,25,1,0.00
25,100,1,0.00
12,42,1,0.00
93,163,1,0.00
43,185,1,0.00
81,131,1,0.00
88,145,1,0.00
34,147,1,0.00
64,170,1,0.00
73,97,1,0.00
160,178,1,0.00
40,137,1,0.00
92,124,1,0.00
81,162,1,0.00
27,40,1,0.00
87,125,1,0.00
5,143,1,0.00
154,170,1,0.00
125,140,1,0.00
90,173,1,0.00
33,58,1,0.00
148,161,1,0.00
38,152,1,0.00
13,90,1,0.00
80,166,1,0.00
62,70,1,0.00
44,147,1,0.00
90,154,1,0.00
27,39,1,0.00
22,23,1,0.00
43,118,1,0.00
69,154,1,0.00
62,141,1,0.00
33,105,1,0.00
72,104,1,0.00
53,107,1,0.00
11,99,1,0.00
39,41,1,0.00
74,98,1,0.00
65,159,1,0.00
55,123,1,0.00
47,132,1,0.00
107,124,1,0.00
26,75,1,0.00
41,178,1,0.00
46,123,1,0.00
21,153,1,0.00
96,159,1,0.00
81,98,1,0.00
17,43,1,0.00
25,91,1,0.00
72,121,1,0.00
56,57,1,0.00
92,136,1,0.00
19,151,1,0.00
130,172,1,0.00
48,84,1,0.00
58,62,1,0.00
122,154,1,0.00
120,165,1,0.00
149,154,1,0.00
39,154,1,0.00
84,88,1,0.00
85,106,1,0.00
16,59,1,0.00
123,124,1,0.00
81,109,1,0.00
130,157,1,0.00
